Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,target_binary,approval_ratio,GDP_log,segment,pc1,pc2
1,1,1,9085,1,1,132.0,1,1,12,4,5,124.3,0,0,0,1,0,0,20,0,0,6,10,6,13.428571428571429,0,0,6,11,5,12.666666666666666,0,13.9,-0.3,0.79,Enrolled,1,1.0,1.5789789111349375,0,0.2836872249407624,-0.15988707715611317
1,39,1,9773,1,1,140.0,1,34,37,0,0,103.4,0,0,0,1,0,0,26,0,0,6,8,4,11.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,0,0.6666666666666666,1.477048952698831,0,-0.9966547251836342,-1.4284073902123742
1,39,1,9254,1,19,133.1,1,19,1,9,5,103.4,0,0,1,0,1,0,36,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,0,0.0,-13.815510557824496,1,-2.2070422645125034,-1.1472745662774688
1,17,1,171,1,1,128.0,1,1,1,4,10,134.7,0,0,0,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0,0.0,1.7578580899661518,1,-1.1959351808571537,0.9629845003848388
1,42,1,9119,1,1,120.0,1,19,37,9,9,113.8,0,0,0,0,1,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0,0.0,-13.815510557824496,1,-1.8710833613171156,-0.44610222463887483
1,1,4,9119,1,1,120.0,1,3,1,123,152,116.9,0,0,0,1,1,0,18,0,0,5,9,1,13.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0,0.2,2.024193199549745,1,-1.4078255033736755,-0.32143877767707235
1,1,4,9500,1,1,139.0,1,37,38,9,9,124.0,1,0,0,1,1,1,18,0,0,8,8,7,13.331428571428573,0,0,8,8,7,13.331428571428573,0,10.8,1.4,1.74,Graduate,1,0.875,1.7578580899661518,0,0.04704843910904019,-0.1274007979078931
1,39,1,9070,1,1,139.3,1,38,38,5,5,117.5,0,0,0,1,1,0,28,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,0,0.0,1.7664418321839215,1,-1.7515595207572179,-0.1966466800174514
1,44,1,171,1,39,150.0,1,19,1,9,9,153.5,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,1,0.0,1.7664418321839215,1,-0.5886248558501062,2.23048834873153
1,1,1,9500,1,1,138.0,1,19,37,4,9,141.0,0,0,0,1,1,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,1,0.8571428571428571,1.477048952698831,0,0.5637909360672799,1.0262766424996046
1,39,1,9670,1,9,133.1,1,6,22,3,3,120.0,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,0,0.0,-0.06187433988886649,1,-1.6708001690275573,-0.02809563635432771
1,51,1,9119,1,1,136.0,1,1,19,3,5,133.6,1,0,0,1,1,0,20,0,4,9,12,9,13.454545454545457,0,2,7,9,6,13.875,0,11.1,0.6,2.02,Dropout,0,1.0,1.8050048604517461,0,1.6300952605819503,-0.2807368240028251
1,1,6,9500,1,1,134.0,1,38,38,9,9,122.0,1,0,0,1,1,0,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,Graduate,1,0.875,0.8586620427662424,0,-0.017559042274688238,-0.262241632838392
1,1,1,9147,1,1,140.0,1,19,19,7,3,120.0,1,0,0,1,1,0,21,0,0,5,8,3,10.0,0,0,5,10,4,11.0,0,12.7,3.7,-1.7,Dropout,0,0.6,0.8586620427662424,0,-0.5814513836315752,-0.2811151778957425
1,53,1,9670,1,42,110.0,1,1,19,9,9,114.2,0,0,0,1,1,1,23,0,0,6,7,5,13.0,0,0,6,7,6,12.857142857142858,0,8.9,1.4,3.51,Graduate,1,0.8333333333333334,2.024193199549745,0,-0.34517744087928326,-0.7705500875714062
1,39,1,8014,0,38,133.1,1,38,37,4,8,103.4,0,0,0,1,1,0,29,0,0,6,11,6,12.0,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate,1,1.0,1.8050048604517461,0,-0.39146095551919957,-1.5689738021798267
1,1,1,9500,1,1,129.0,1,1,1,9,9,120.0,0,0,0,1,1,0,20,0,0,8,8,7,15.028571428571428,0,0,8,8,7,15.028571428571428,0,12.7,3.7,-1.7,Graduate,1,0.875,0.8586620427662424,0,-0.08216652365841666,-0.397082467768891
1,1,1,9238,1,1,116.0,1,1,19,5,9,111.1,0,0,0,1,1,0,18,0,0,6,8,6,12.0,0,0,6,7,6,11.714285714285714,0,15.5,2.8,-4.06,Graduate,1,1.0,-13.815510557824496,0,-0.14272215219184547,-1.0498365876974065
1,1,1,9773,1,1,130.0,1,1,38,3,5,128.6,1,0,0,1,1,0,19,0,0,6,8,5,12.0,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Graduate,1,0.8333333333333334,-0.06187433988886649,0,0.11999642508356116,0.20030392392818572
1,7,1,9556,1,3,130.0,1,1,37,4,8,130.0,0,0,0,0,1,0,23,0,3,7,7,3,13.666666666666666,0,3,8,8,3,11.333333333333334,4,10.8,1.4,1.74,Dropout,0,0.42857142857142855,1.7578580899661518,1,0.2148309485790673,-0.09551442761513523
1,1,1,171,1,1,116.0,1,38,1,5,1,111.1,0,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0,0.0,1.5789789111349375,1,-1.958303461185149,-0.6281373517950486
1,17,1,9147,1,1,136.0,1,1,1,9,3,122.7,1,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,Enrolled,1,1.0,-13.815510557824496,0,0.23200123983377977,-0.267759745100512
1,1,1,171,1,1,147.0,1,37,19,7,7,134.4,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,1,0.0,1.7578580899661518,1,-1.2056263030647123,0.9427583751452651
1,1,5,9070,1,1,117.0,1,19,37,5,5,131.0,1,0,1,0,1,0,21,0,0,6,6,1,14.0,0,0,6,7,0,0.0,7,9.4,-0.8,-3.12,Dropout,0,0.16666666666666666,-0.06187433988886649,1,-1.0128621365848336,0.6432457497796902
1,51,1,9238,1,1,141.0,1,1,1,5,9,125.0,0,0,0,1,1,0,22,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout,0,0.0,1.8050048604517461,1,-1.5092814655682363,0.30900645097191964
1,18,1,9556,1,1,133.1,1,3,19,2,8,106.0,1,0,0,1,1,0,21,0,0,7,8,7,12.375,0,0,7,11,5,12.583333333333334,0,8.9,1.4,3.51,Graduate,1,1.0,2.024193199549745,0,-0.3074712297203527,-1.3936807167701784
1,39,1,9500,1,1,133.1,1,38,19,9,9,128.0,1,0,0,0,1,0,32,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0,0.0,1.1442231183914489,1,-1.4123702434926435,0.5112677033676681
1,7,1,9003,1,3,120.0,1,1,19,4,1,120.0,1,0,0,1,1,0,27,0,14,18,21,18,11.421052631578949,0,10,13,16,13,11.076923076923077,1,15.5,2.8,-4.06,Graduate,1,1.0,-13.815510557824496,2,3.8057225051897237,-3.067303574714047
1,1,1,9500,1,1,148.0,1,19,38,9,8,134.8,1,0,0,1,1,0,18,0,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,Graduate,1,0.8571428571428571,1.477048952698831,0,0.36350774377772216,0.6082700542150584
1,39,1,9070,1,1,130.0,1,1,1,5,3,112.0,1,0,0,1,1,1,24,0,0,6,6,6,15.0,0,0,6,6,2,16.0,0,15.5,2.8,-4.06,Graduate,1,1.0,-13.815510557824496,0,-0.11364878556916748,-0.9891582119786817
1,1,1,9130,1,1,120.0,1,19,37,1,9,116.1,1,0,0,1,1,0,22,0,0,5,9,2,10.5,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0.4,0.8586620427662424,1,-1.0705522341285065,-0.45971495882974434
1,43,1,9130,1,1,120.0,1,2,3,3,2,120.0,1,0,0,0,1,0,22,0,0,6,0,0,0.0,0,0,4,6,0,0.0,2,10.8,1.4,1.74,Dropout,0,0.0,1.7578580899661518,1,-1.6708001690275573,-0.02809563635432771
1,1,3,9147,1,1,133.0,1,37,37,9,5,119.7,1,0,0,1,1,0,19,0,0,5,8,5,13.25,0,0,5,6,5,11.833333333333334,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,0.13509001775818716,-0.47002099749626036
1,17,6,9119,1,1,129.0,1,37,13,4,90,117.1,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0,0.0,1.477048952698831,1,-1.7644810170339638,-0.22361484700355166
1,1,2,9085,1,1,118.0,1,1,19,3,3,112.4,1,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,Enrolled,1,0.8,1.7578580899661518,0,-0.4638435510910822,-0.8778501978121098
1,1,2,9500,1,1,140.0,1,1,1,2,7,131.0,1,0,0,1,0,1,18,0,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,Graduate,1,1.0,-0.06187433988886649,0,0.5001222875762527,0.29182971986105855
1,1,2,9254,1,1,127.0,1,3,19,3,10,130.9,1,0,0,1,0,0,18,0,0,6,8,6,11.333333333333334,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,Graduate,1,1.0,-0.06187433988886649,0,0.49689191350706646,0.285087678114534
1,1,1,171,1,1,131.0,1,19,19,9,9,134.9,1,0,1,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0,0.0,1.1442231183914489,1,-1.1894744327187803,0.9764685838778898
1,17,1,9238,1,1,132.0,1,1,19,4,9,127.1,1,0,0,1,0,0,19,0,0,6,7,6,12.857142857142858,0,0,6,7,6,13.666666666666666,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,0.37413769887798204,0.02889009174658518
1,17,5,9773,1,1,113.0,1,38,38,191,175,110.2,1,0,1,1,0,0,19,0,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,1,0.8333333333333334,2.024193199549745,0,-0.4743924036467401,-1.040231757432404
1,17,1,9254,1,1,115.0,1,12,1,9,3,108.7,1,0,0,1,0,1,18,0,0,6,9,5,11.4,0,0,6,6,6,11.333333333333334,0,12.4,0.5,1.79,Graduate,1,0.8333333333333334,1.7664418321839215,0,-0.5228480146845366,-1.1413623836302782
1,1,1,9130,1,1,133.1,1,1,1,3,9,138.0,1,0,0,1,0,0,20,0,0,6,11,6,13.333333333333334,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Enrolled,1,1.0,1.1442231183914489,0,0.7262484724193021,0.7637726421178048
1,44,1,9070,1,39,150.0,1,12,37,3,9,147.7,0,0,1,1,0,1,22,0,2,7,7,7,13.571428571428571,0,5,9,9,9,13.77777777777778,0,12.4,0.5,1.79,Graduate,1,1.0,1.7664418321839215,0,1.56258638073381,1.0438208768939583
2,39,1,9556,1,19,133.1,1,37,38,9,9,123.0,0,0,0,1,0,0,31,0,0,7,13,6,11.833333333333334,0,0,7,8,7,12.228571428571428,0,12.4,0.5,1.79,Graduate,1,0.8571428571428571,1.7664418321839215,0,-0.017676396386275963,-0.1872908718748862
1,17,1,9853,1,1,141.0,1,19,19,9,8,142.8,0,0,0,1,0,1,19,0,0,7,7,7,14.428571428571429,0,0,7,7,7,14.142857142857142,0,16.2,0.3,-0.92,Graduate,1,1.0,1.1442231183914489,0,0.8813064277402507,1.0873906459510032
1,1,2,171,1,1,140.0,1,1,3,3,3,138.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,1,0.0,1.7664418321839215,1,-1.0796417143664416,1.2056980032597386
1,1,2,9254,1,1,136.0,1,38,38,9,7,125.2,1,0,0,1,0,1,18,0,0,6,8,6,12.285714285714286,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate,1,1.0,2.024193199549745,0,0.3127605915634403,-0.09920870143738827
1,1,1,9085,1,1,140.0,1,12,1,1,90,141.8,0,0,0,1,0,0,21,0,0,5,7,5,14.4,0,0,5,5,5,13.8,0,7.6,2.6,0.32,Graduate,1,1.0,1.477048952698831,0,0.8490026870483867,1.0199702284857537
1,17,5,9500,1,1,143.0,1,38,1,9,7,130.6,1,0,0,1,0,1,18,0,0,7,8,7,13.15,0,0,8,9,8,15.06875,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,0.48720079129950683,0.2648615528749584
1,44,1,9147,1,39,130.0,22,2,37,2,8,130.0,0,0,1,0,1,0,25,1,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,0,0.0,-13.815510557824496,1,-1.3477627621089152,0.6461085382981671
1,15,1,9119,1,1,133.1,41,1,3,5,8,103.4,0,0,1,1,1,0,21,1,0,5,5,0,0.0,0,0,6,8,0,0.0,0,11.1,0.6,2.02,Dropout,0,0.0,1.8050048604517461,1,-2.2070422645125034,-1.1472745662774688
1,18,2,9500,1,1,129.0,1,38,37,5,5,119.0,1,0,0,1,0,1,19,0,0,8,8,7,12.342857142857143,0,0,8,8,7,12.342857142857143,0,10.8,1.4,1.74,Graduate,1,0.875,1.7578580899661518,0,-0.11447026435028089,-0.4645028852341405
1,1,2,9773,1,1,132.0,1,38,1,9,9,124.3,1,0,0,1,0,0,19,0,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,Enrolled,1,0.8333333333333334,1.7578580899661518,0,-0.018909659891454874,-0.08960387117238686
1,17,1,9254,1,1,118.0,1,11,34,5,0,122.2,1,0,0,1,0,0,22,0,0,6,10,4,10.5,0,0,6,14,1,11.0,0,7.6,2.6,0.32,Dropout,0,0.6666666666666666,1.477048952698831,0,-0.38934440017658695,-0.160903541865684
1,15,1,9147,1,1,150.0,1,38,1,9,1,150.0,0,0,0,1,1,0,19,0,0,5,5,5,10.6,0,0,5,8,5,11.6,0,12.4,0.5,1.79,Graduate,1,1.0,1.7664418321839215,0,1.1138933607216728,1.5728176517007988
1,39,1,8014,0,19,133.1,1,37,37,9,5,135.5,0,0,0,1,0,0,58,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,0,0.0,1.8050048604517461,1,-1.170092188303662,1.0169208343570393
1,16,2,9238,1,1,122.0,1,19,37,9,7,127.3,1,0,0,1,0,1,19,0,0,6,8,4,11.25,0,0,6,6,6,12.0,0,10.8,1.4,1.74,Graduate,1,0.6666666666666666,1.7578580899661518,0,-0.22459532264807963,0.18294058720708795
1,43,1,9670,1,1,127.0,22,37,37,9,9,127.0,1,0,0,1,1,0,23,1,3,9,11,6,10.5,0,4,10,10,10,11.7,0,9.4,-0.8,-3.12,Graduate,1,0.6666666666666666,-0.06187433988886649,0,0.5502009905494992,-0.3981802599876356
1,1,2,9773,1,1,122.0,1,37,37,9,9,126.9,1,0,0,1,0,1,19,0,0,6,11,4,11.0,0,0,6,11,3,11.666666666666666,0,9.4,-0.8,-3.12,Enrolled,1,0.6666666666666666,-0.06187433988886649,0,-0.23751681892482504,0.15597242022098873
1,18,3,9500,1,1,131.0,1,19,1,4,7,127.5,1,0,0,1,0,0,18,0,0,7,7,7,13.457142857142856,0,0,8,8,8,14.5125,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,0.3870591951547279,0.05585825873268536
1,1,2,9085,1,1,130.0,1,19,19,90,90,122.0,0,0,0,1,0,0,20,0,0,5,6,5,12.6,0,0,5,8,4,12.333333333333334,0,7.6,2.6,0.32,Graduate,1,1.0,1.477048952698831,0,0.2093886213494747,-0.3149540373261868
1,17,5,9085,1,1,130.0,1,19,19,90,7,115.8,0,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0.0,0.8586620427662424,1,-1.806475879933387,-0.31126138970837575
1,17,1,9670,1,1,130.0,1,3,19,5,5,121.6,0,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,8,5,13.6,0,8.9,1.4,3.51,Graduate,1,1.0,2.024193199549745,0,0.19646712507272887,-0.341922204312287
1,17,4,9147,1,1,122.0,1,19,19,5,7,116.4,1,0,1,1,0,1,18,0,0,5,5,5,11.6,0,0,5,5,5,11.8,0,11.1,0.6,2.02,Graduate,1,1.0,1.8050048604517461,0,0.02848767347503531,-0.6925083751315834
1,39,1,9130,1,1,114.0,1,38,38,9,10,120.0,0,0,0,1,0,0,24,0,0,6,9,6,12.571428571428571,0,0,6,10,5,12.833333333333334,0,11.1,0.6,2.02,Dropout,0,1.0,1.8050048604517461,0,0.1447811399657463,-0.4497948722566857
1,17,4,9853,1,1,143.0,1,37,37,9,5,127.3,1,0,0,1,0,0,18,0,0,6,7,5,11.8,0,0,6,7,5,11.4,0,10.8,1.4,1.74,Dropout,0,0.8333333333333334,1.7578580899661518,0,0.07800156218413777,0.1126573812233616
1,1,3,9147,1,1,127.0,1,1,38,5,7,123.5,1,0,0,1,0,1,19,0,0,5,5,5,11.6,0,0,5,11,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled,1,1.0,-0.06187433988886649,0,0.25784423238727106,-0.21382341112831255
1,17,3,9238,1,1,141.0,1,19,38,9,7,125.6,1,0,0,1,0,1,19,0,0,6,8,6,11.333333333333334,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,1,1.0,2.024193199549745,0,0.32568208784018576,-0.07224053445128906
1,1,1,9254,1,1,129.0,1,38,38,6,6,118.5,1,0,0,1,0,0,18,0,0,6,6,6,10.666666666666666,0,0,6,6,6,11.5,0,7.6,2.6,0.32,Graduate,1,1.0,1.477048952698831,0,0.09632552892794997,-0.5509254984545598
1,1,2,9130,1,1,140.0,1,19,37,9,9,129.5,1,0,0,1,0,0,18,0,0,5,10,4,13.5,1,0,5,5,5,13.4,0,12.7,3.7,-1.7,Enrolled,1,0.8,0.8586620427662424,0,0.08855041473979573,0.27503894084365593
1,1,1,171,1,1,137.0,1,19,19,5,5,134.6,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,1,0.0,1.7578580899661518,1,-1.19916555492634,0.9562424586383141
1,44,1,9085,1,1,140.0,1,4,4,2,6,140.0,0,0,0,1,0,0,22,0,2,6,9,6,13.333333333333334,0,1,6,9,4,11.5,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,1.313847577406456,0.524683662411538
1,1,1,9254,1,1,143.0,1,2,37,1,1,133.2,1,0,0,1,0,0,19,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,10.8,1.4,1.74,Enrolled,1,0.8333333333333334,1.7578580899661518,0,0.2685936322661364,0.5104378442683329
3,17,1,9238,1,1,138.0,1,37,37,9,9,133.5,1,0,0,1,0,1,21,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,Enrolled,1,0.5,0.8586620427662424,0,-0.3269090151907386,0.6712303814753612
1,17,1,9773,1,1,120.0,1,19,38,9,7,117.9,1,0,0,1,0,1,21,0,0,6,6,5,13.0,0,0,6,7,6,12.833333333333334,0,8.9,1.4,3.51,Graduate,1,0.8333333333333334,2.024193199549745,0,-0.22565360031938558,-0.5210945429499829
1,1,3,9500,1,1,144.0,1,38,38,5,7,128.0,1,0,0,1,0,1,18,0,0,8,11,7,12.90857142857143,0,0,8,11,7,12.90857142857143,0,10.8,1.4,1.74,Graduate,1,0.875,1.7578580899661518,0,0.17626340187649706,0.14228087195310485
1,1,5,9853,1,1,123.0,1,1,12,4,9,113.2,1,0,0,1,0,0,20,0,0,6,12,4,12.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout,0,0.6666666666666666,1.7578580899661518,0,-0.680078066403365,-0.7676872990529293
1,1,3,9254,1,1,129.0,1,37,38,7,7,122.0,1,0,0,1,0,1,18,0,0,6,9,6,10.833333333333334,0,0,6,8,5,11.0,0,7.6,2.6,0.32,Enrolled,1,1.0,1.477048952698831,0,0.2093886213494747,-0.3149540373261868
1,16,3,9070,1,1,152.0,1,1,38,4,8,153.5,1,0,0,1,0,0,19,0,0,6,6,6,15.333333333333334,0,0,6,9,6,15.833333333333334,0,12.7,3.7,-1.7,Graduate,1,1.0,0.8586620427662424,0,1.2269564531431973,1.8087891128291718
1,1,2,9500,1,1,130.0,1,1,38,9,9,125.1,1,0,0,1,0,1,18,0,0,7,9,6,12.816666666666668,0,0,8,11,6,12.875,0,11.1,0.6,2.02,Enrolled,1,0.8571428571428571,1.8050048604517461,0,0.050161459066638714,-0.04570799519786261
1,15,1,9147,1,1,133.1,41,41,1,3,4,103.4,0,0,1,0,1,0,26,1,6,7,7,6,13.0,0,2,6,6,2,14.0,0,11.1,0.6,2.02,Dropout,0,0.8571428571428571,1.8050048604517461,2,0.9181451568634617,-2.6305204981040733
1,15,1,9119,1,1,160.0,32,1,3,143,152,153.5,0,0,1,1,0,0,19,1,0,6,11,2,13.5,1,0,5,11,2,11.0,0,8.9,1.4,3.51,Enrolled,1,0.3333333333333333,2.024193199549745,1,0.01656891381432835,2.0899219367640773
2,39,1,8014,0,1,140.0,1,37,37,9,9,103.4,0,0,0,1,0,0,35,0,0,6,7,6,12.5,0,0,6,6,6,12.166666666666666,0,15.5,2.8,-4.06,Graduate,1,1.0,-13.815510557824496,0,-0.39146095551919957,-1.5689738021798267
1,18,1,9670,1,1,133.0,1,1,1,9,9,121.5,1,0,0,1,0,1,19,0,0,6,7,6,13.0,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,1,1.0,1.7664418321839215,0,0.19323675100354262,-0.3486642460588115
1,1,1,9085,1,1,138.0,1,38,37,9,6,126.8,1,0,0,1,1,0,18,0,0,5,6,4,11.75,0,0,5,10,5,12.571428571428571,1,10.8,1.4,1.74,Graduate,1,0.8,1.7578580899661518,0,0.0013303148717622201,0.0930038136874821
1,1,5,9670,1,1,142.0,1,19,19,7,3,132.9,0,0,0,1,1,0,19,0,0,5,5,4,12.5,0,0,5,5,4,14.25,0,7.6,2.6,0.32,Graduate,1,0.8,1.477048952698831,0,0.1983831330921342,0.5042683602255045
1,1,1,171,1,1,115.0,1,1,1,9,9,134.3,1,0,0,1,1,0,25,0,16,17,19,17,11.61111111111111,0,14,17,22,17,12.055555555555555,0,12.4,0.5,1.79,Graduate,1,1.0,1.7664418321839215,2,4.790657620686808,-2.477121419597745
1,17,6,9254,1,1,125.0,1,1,1,4,3,120.5,1,0,0,1,1,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,11.1,0.6,2.02,Graduate,1,1.0,1.8050048604517461,0,0.16093301031167842,-0.41608466352406104
1,17,1,9003,1,1,170.0,1,1,4,9,5,144.1,1,0,1,0,1,0,26,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,0,0.0,1.1442231183914489,1,-0.8922800183536298,1.5967364245581843
1,43,1,9991,0,1,140.0,1,1,1,6,6,103.4,0,0,0,1,1,0,34,0,0,5,5,5,13.8,0,0,5,6,5,13.833333333333334,0,9.4,-0.8,-3.12,Graduate,1,1.0,-0.06187433988886649,0,-0.39146095551919957,-1.5689738021798267
1,1,2,9254,1,1,110.0,1,4,19,4,3,114.8,1,0,0,0,1,0,18,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0.0,0.8586620427662424,1,-1.8387796206252514,-0.3786818071736253
1,1,1,171,1,1,114.0,1,3,29,3,5,111.9,0,0,0,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0,0.0,-0.06187433988886649,1,-1.9324604686316573,-0.574201017822848
1,17,3,9119,1,1,138.0,1,1,19,4,3,125.4,1,0,0,1,1,1,18,0,0,5,9,4,12.25,0,0,5,9,3,12.333333333333334,0,8.9,1.4,3.51,Dropout,0,0.8,2.024193199549745,0,-0.04389492209684742,-0.0013847707638665854
1,44,1,9003,1,39,140.0,1,37,37,9,4,140.0,0,0,0,1,1,0,20,0,0,6,12,3,11.5,0,0,6,12,3,13.666666666666666,0,12.4,0.5,1.79,Dropout,0,0.5,1.7664418321839215,0,-0.11693470069362119,1.1094630949994828
1,44,1,9070,1,39,140.0,1,1,19,4,4,140.0,0,0,0,1,1,0,25,0,2,7,9,6,12.571428571428571,0,5,9,9,9,12.555555555555555,0,16.2,0.3,-0.92,Graduate,1,0.8571428571428571,1.1442231183914489,0,1.054478818978841,0.5849264103975891
1,17,1,9130,1,1,132.0,1,2,1,4,1,127.8,0,0,0,1,1,0,18,0,0,6,9,6,12.0,0,0,6,10,5,12.166666666666666,0,11.1,0.6,2.02,Dropout,0,1.0,1.8050048604517461,0,0.3967503173622871,0.07608438397226001
1,1,1,9003,1,1,148.0,1,19,37,9,9,131.6,1,0,0,1,1,0,19,0,8,12,17,11,12.0,2,4,12,21,12,12.307692307692308,0,15.5,2.8,-4.06,Graduate,1,0.9166666666666666,-13.815510557824496,2,2.4601725839889634,-1.1282956852149926
1,1,1,171,1,1,132.0,1,1,1,4,1,119.4,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0,0.0,1.7578580899661518,1,-1.6901824134426757,-0.06854788683347707
1,18,2,9238,1,1,126.0,1,19,37,5,7,129.9,1,0,0,1,1,1,20,0,1,7,9,6,12.0,0,2,6,6,6,11.166666666666666,0,10.8,1.4,1.74,Graduate,1,0.8571428571428571,1.7578580899661518,0,0.4667152261893,0.09094510131695271
1,1,1,9119,1,1,121.0,1,3,1,2,3,114.0,0,0,0,1,1,0,20,0,0,5,9,4,11.6,0,0,5,7,4,12.25,2,7.6,2.6,0.32,Enrolled,1,0.8,1.477048952698831,0,-0.41215756598409964,-0.7699775298677112
1,1,2,9147,1,1,120.0,1,1,37,4,9,113.4,1,0,0,1,1,1,19,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,0,0.0,1.8050048604517461,1,-1.8840048575938608,-0.473070391624974
1,1,1,9147,1,1,123.0,1,1,19,4,5,117.8,0,0,0,1,1,0,20,0,0,5,9,5,12.0,0,0,5,9,4,13.0,0,8.9,1.4,3.51,Enrolled,1,1.0,2.024193199549745,0,0.0737129104436449,-0.5981197906802348
1,1,6,9500,1,1,122.0,1,1,1,3,7,114.3,1,0,0,1,1,0,18,0,0,7,8,6,13.976666666666668,0,0,8,12,6,12.041666666666666,1,11.1,0.6,2.02,Enrolled,1,0.8571428571428571,1.8050048604517461,0,-0.29871894040549474,-0.7738485038225568
